ts	imei	mwra	p.android.packageinstaller	p.android.documentsui	p.android.chrome	p.android.settings	p.android.externalstorage	p.system	p.android.gm	p.browser.provider	p.katana	p.android.vending	p.notifier	p.android.gms	p.process.gapps	p.simulator	p.android.defcontainer	p.olauncher	p.google	p.inputmethod.latin	p.dogalize	p.gms.persistent
2018-05-05 10:27:00	359043379931766759	0.00000	11.41159	12.94011	7.84166	10.25185	9.21248	15.21919	8.87748	44.54286	50.21610	26.27841	39.38885	60.75226	45.89749	86.99040	60.00040	82.96670	86.08277	46.67033	21.92078	4.95456
2018-05-05 10:28:00	3590433799317661032	1.00000	9.66847	11.18983	14.43372	10.88725	5.40578	12.19826	16.61183	73.52989	39.55842	55.10948	63.38230	68.47826	93.34717	24.01678	56.34746	71.14330	35.44940	34.41456	9.67214	22.97966
2018-05-05 10:29:00	863033069630348008	1.00000	12.58236	9.39431	10.48310	9.92083	8.52074	14.41697	8.88494	59.34291	35.60298	37.50722	72.92920	62.89853	84.50850	50.24340	78.67047	4.49671	7.82578	81.19909	53.20495	91.34016
2018-05-05 10:30:00	8630330696303482188	0.00000	11.86193	14.27968	8.47581	12.28214	15.56217	9.57015	7.82231	41.92818	55.26953	64.13269	58.30179	50.01377	0.88345	65.82786	80.52977	18.60287	48.99069	84.03044	59.24325	77.02131
2018-05-05 10:31:00	3590433799317661594	1.00000	16.59209	12.63711	12.62084	5.66466	10.46812	12.59870	11.18659	59.73026	58.87708	63.11377	85.02470	72.66690	75.22095	36.18106	66.78615	89.46100	43.10125	60.94809	25.80550	68.97850
2018-05-05 10:32:00	863033069630348859	1.00000	16.27583	8.86553	9.03767	12.24580	10.46113	11.73124	13.13167	37.05354	56.61432	59.65634	65.39834	33.34592	48.57929	44.45492	27.88323	27.36014	22.49209	63.36913	46.72718	35.00960
2018-05-05 10:33:00	3590433799317661263	1.00000	13.31182	12.90807	8.04594	15.32736	11.32740	13.03097	10.85688	45.08647	32.07643	47.79940	35.20893	64.40429	16.45523	17.96476	49.89597	94.03854	87.84379	12.43034	42.31682	12.15970
2018-05-05 10:34:00	359043379931766817	1.00000	11.99767	14.17824	13.09838	11.00603	10.24592	14.18287	13.60074	64.47296	73.97876	42.89592	72.18060	52.14859	12.09149	88.05218	2.26158	53.28083	48.01091	87.11848	38.06068	69.70400
2018-05-05 10:35:00	359043379931766262	1.00000	12.24996	14.33835	7.50961	9.33189	5.39724	13.86769	8.39471	54.72801	36.12459	38.10249	80.57560	40.22744	68.55050	78.85671	46.79925	99.01885	12.66284	62.62353	9.42886	74.13334
2018-05-05 10:36:00	8630330696303481131	1.00000	12.45739	9.61899	9.58931	15.09485	9.67528	12.63361	10.22861	64.95201	65.17476	64.41694	55.00195	41.59587	77.35888	14.19392	25.89674	29.09344	58.52400	56.09781	1.19059	65.16470
2018-05-05 10:37:00	8630330696303481396	0.00000	9.13840	12.34282	9.43608	11.40047	15.25198	19.13244	13.61674	46.22005	43.89393	44.57730	52.61867	53.94973	61.18571	73.18709	14.98229	27.62346	61.80468	46.38760	6.49095	61.66493
2018-05-05 10:38:00	3590433799317661867	0.00000	11.69757	12.03469	7.46258	14.25289	13.64227	14.25820	15.33970	45.56786	56.75773	51.16002	48.38510	82.78404	66.63861	10.89643	67.14969	46.44624	77.46244	36.74135	0.01445	90.77962
2018-05-05 10:39:00	863033069630348032	0.00000	13.69589	10.56630	9.43629	17.50573	13.82002	14.04660	12.94088	42.24599	58.37119	57.40262	56.19918	40.69191	38.02987	49.41538	12.55515	67.18465	91.00364	20.18711	5.76223	75.34977
2018-05-05 10:40:00	863033069630348990	1.00000	12.84794	9.98962	8.31511	14.20545	8.38616	12.76623	8.38190	50.62037	69.41855	60.03770	45.99764	54.68127	14.32944	8.50116	30.64085	60.07125	16.54938	12.47996	98.33818	61.77254
2018-05-05 10:41:00	863033069630348271	0.00000	12.25206	13.56066	9.97521	10.15652	11.03604	15.76856	9.38459	70.09110	87.65044	57.27210	58.49652	46.72818	48.30633	74.21265	13.41619	51.20903	18.28789	29.06246	12.41669	95.86210
2018-05-05 10:42:00	863033069630348255	0.00000	12.85993	12.28542	9.78535	13.14170	14.22624	11.05542	11.06853	37.47045	41.41401	50.80823	58.49101	43.68554	57.51061	50.60605	5.15637	69.08416	2.44569	60.10732	82.46895	21.01572
2018-05-05 10:43:00	863033069630348388	1.00000	10.34535	8.36146	16.77887	14.01709	8.75574	11.83738	15.53203	44.57206	55.05035	52.77743	83.96819	48.58066	34.65171	26.95661	54.71876	2.30278	2.72427	64.91166	43.22846	82.18374
2018-05-05 10:44:00	863033069630348040	1.00000	13.28041	11.26781	15.50449	10.32224	6.84223	13.51185	12.40054	20.00093	46.20672	63.09080	57.20933	40.83644	57.76916	74.70857	47.98990	42.11981	61.29888	62.12864	14.27425	96.03923
2018-05-05 10:45:00	359043379931766114	0.00000	9.02581	13.24568	8.32157	14.54466	13.02308	13.45630	13.84844	46.33721	46.22708	45.05009	56.62146	29.49054	59.55539	92.06628	7.84835	98.59867	0.67907	42.40371	43.59627	13.08236
2018-05-05 10:46:00	863033069630348131	0.00000	10.14673	12.81349	9.56559	11.04311	14.18797	14.38293	15.20598	51.24441	28.85037	45.61626	71.19439	36.59701	50.22641	51.95745	71.32136	39.31250	90.80742	37.31608	41.66979	9.63645
2018-05-05 10:47:00	359043379931766684	0.00000	12.64357	13.14559	7.83311	12.81409	12.48481	13.93771	13.44990	52.66834	53.31169	31.65577	68.75737	35.87717	78.29919	59.93415	11.74689	7.27386	69.89120	87.52128	63.71394	91.66260
2018-05-05 10:48:00	863033069630348396	1.00000	14.42171	12.81270	9.96020	12.64629	7.23331	11.56426	10.22909	45.44580	47.20747	73.49488	66.08567	57.38731	57.33238	99.21628	64.54929	24.29411	53.94709	46.12330	98.78343	25.58020
2018-05-05 10:49:00	8630330696303482048	0.00000	12.68640	17.08143	9.89543	16.86242	12.30448	14.96116	11.11043	53.43653	45.87276	47.69675	40.01375	59.38398	40.76978	54.01050	46.11912	34.76555	2.07356	3.51661	16.43695	72.09193
2018-05-05 10:50:00	8630330696303481024	1.00000	14.76709	12.10799	12.50135	8.16366	8.14022	12.81046	10.55475	26.74930	53.12699	61.31044	51.49420	67.17569	89.98793	57.12265	22.27457	68.24174	50.63639	18.38729	65.40325	88.51854
2018-05-05 10:51:00	3590433799317662139	1.00000	15.50932	10.95373	8.66800	12.24399	9.53698	12.73640	10.35566	39.49056	55.97640	52.40022	56.61215	73.62650	36.20306	84.18689	63.27891	43.33608	21.06597	76.83224	69.01744	96.56641
2018-05-05 10:52:00	3590433799317661537	1.00000	12.10837	10.86905	12.73104	9.84148	10.77118	13.61701	13.49943	53.28698	62.64444	46.19940	69.50127	44.52607	75.20723	66.53229	60.75728	34.87086	54.75537	52.36332	26.09383	21.78091
2018-05-05 10:53:00	863033069630348230	0.00000	10.11443	13.81789	7.68540	16.00587	13.17342	15.10218	11.48442	62.02663	38.04458	71.16839	36.12715	50.91063	96.91572	15.60966	92.49229	56.94341	43.76332	64.76008	3.99847	36.15008
2018-05-05 10:54:00	3590433799317661453	1.00000	13.03621	13.99140	13.69677	7.32628	8.54441	11.42042	11.88300	24.20003	81.18389	66.84554	54.90985	36.26704	91.21647	99.05288	41.17979	92.03150	43.19034	79.43138	52.79695	64.04217
2018-05-05 10:55:00	359043379931766965	0.00000	13.72105	14.23900	12.81500	12.50355	12.72281	15.40662	11.67197	49.16335	52.72398	50.10043	37.63318	27.49621	38.51016	8.22382	99.30943	8.81433	29.21816	88.04333	10.25618	46.61459
2018-05-05 10:56:00	359043379931766171	1.00000	12.81582	10.88302	8.76639	12.38495	10.73680	13.16012	10.44849	52.86578	53.28917	34.66611	39.16193	53.57006	27.86598	35.81605	6.22856	34.65673	81.73043	69.16324	43.40011	17.47014
2018-05-05 10:57:00	3590433799317662121	1.00000	15.46952	9.95038	9.10097	10.42154	9.08931	15.28277	12.83161	40.69554	56.34569	51.30459	57.02435	52.24053	39.81862	26.32948	51.68703	82.48672	72.67644	20.70709	69.45864	9.45467
2018-05-05 10:58:00	359043379931766189	1.00000	13.74760	9.81440	14.65698	8.11690	9.71635	14.51634	18.97182	38.41292	42.24663	50.29934	51.27777	54.61300	79.54300	56.87185	87.68299	8.17218	70.10900	11.19811	94.40880	62.40424
2018-05-05 10:59:00	359043379931766734	1.00000	14.82864	9.24754	12.71519	12.24908	15.72364	15.31890	7.79943	46.70761	38.46192	49.98747	59.05731	55.28125	61.58693	17.56870	39.13870	8.52602	15.68977	49.84548	21.93944	71.18031
2018-05-05 11:00:00	359043379931766148	0.00000	6.02643	13.10356	12.45774	12.05235	16.08108	12.22732	13.36957	36.03294	51.29483	65.45247	57.60251	46.34953	51.02809	18.21568	17.53609	5.58856	27.66987	96.92231	73.14680	17.30412
2018-05-05 11:01:00	8630330696303482204	1.00000	15.83333	6.50528	15.71305	8.33066	8.62618	10.17708	14.80769	39.97026	62.70812	47.49647	52.17622	32.73560	68.23186	27.54621	60.52519	63.32844	32.94018	85.62173	80.15008	47.53869
2018-05-05 11:02:00	3590433799317662238	1.00000	13.50157	5.39895	11.69065	12.52924	5.74587	16.96489	9.29883	59.67286	72.45510	72.55302	72.74232	50.40803	66.16360	6.96885	54.63975	53.31740	4.99944	76.33617	51.52352	61.59722
2018-05-05 11:03:00	863033069630348784	0.00000	13.67869	14.73864	11.98152	12.68772	15.14319	11.50732	10.51266	61.39740	66.72800	58.99277	91.15601	34.90619	30.52346	28.74750	50.45892	52.62295	96.00097	90.00748	31.76185	59.24774
2018-05-05 11:04:00	8630330696303481636	0.00000	8.07316	10.46252	11.35577	12.39382	15.71444	14.01243	11.11392	60.50882	61.52393	36.45066	50.33735	42.22199	28.49034	62.77739	42.30874	69.00140	81.01489	35.89131	58.53231	0.71585
2018-05-05 11:05:00	3590433799317661263	1.00000	13.79701	15.04991	11.73021	11.23615	13.98253	13.49350	10.47755	56.33724	27.11027	61.69267	60.09834	49.54017	43.20141	59.87489	58.52709	71.59523	83.17707	63.27350	58.38280	80.96158
2018-05-05 11:06:00	8630330696303482378	1.00000	13.86269	9.42216	9.29750	12.37526	9.71199	15.02686	11.67874	54.04336	26.11080	61.20590	50.38801	55.78121	48.31931	64.82139	77.69433	0.81353	86.54880	47.70007	73.26927	14.12548
2018-05-05 11:07:00	863033069630348172	0.00000	14.70667	12.46258	7.58184	15.54618	14.50201	12.66983	10.08338	57.24905	59.18557	45.86343	56.49659	42.01971	11.51464	83.31820	79.98748	70.54666	99.28032	68.25185	42.23646	58.51206
2018-05-05 11:08:00	8630330696303482089	0.00000	12.62342	15.72566	9.54136	14.49442	12.10204	12.52964	11.56637	58.40212	39.11706	42.13842	54.97752	62.36085	44.90647	43.73730	0.00298	82.66231	81.37615	52.90350	40.65230	66.08355
2018-05-05 11:09:00	359043379931766072	0.00000	12.86801	11.89916	6.03912	13.94231	17.06728	8.95296	8.29839	60.34032	61.42791	45.21763	57.93512	37.13882	18.06052	68.32408	7.40111	20.32012	15.21011	52.45497	4.88637	70.06321
2018-05-05 11:10:00	863033069630348651	1.00000	12.79559	10.54800	10.91617	9.90962	11.38190	13.97327	10.35042	56.46793	11.38450	59.37533	26.23800	37.53873	88.19649	13.55689	28.30459	92.41938	30.31439	41.59118	84.03362	28.99770
2018-05-05 11:11:00	3590433799317661099	1.00000	15.12645	8.69708	10.45163	14.74824	8.91593	14.12753	9.73506	38.58506	49.01580	54.40859	61.49779	49.19375	67.30482	66.24416	23.31066	87.12572	32.62448	23.90819	83.27173	1.38216
2018-05-05 11:12:00	8630330696303481222	1.00000	13.96988	12.01631	14.86793	9.29819	6.41821	13.95352	13.38212	23.87944	50.51939	40.62691	69.42935	28.87703	88.69671	27.38595	92.64490	28.81072	99.10085	10.43739	47.01167	77.45949
2018-05-05 11:13:00	359043379931766247	1.00000	12.08504	10.54216	6.28307	5.90124	12.72619	16.40925	12.89185	29.64637	22.78031	36.74774	49.45483	44.69157	4.44414	19.45799	31.75680	35.60435	22.57442	71.14860	62.90997	78.76962
2018-05-05 11:14:00	863033069630348578	1.00000	13.54358	8.77583	14.02660	15.36692	5.85975	13.56743	10.35567	63.12786	44.50939	37.79329	55.58039	42.00032	93.74764	86.38877	14.81519	75.74837	21.42665	55.71662	94.53340	22.27528
2018-05-05 11:15:00	863033069630348008	1.00000	12.37853	13.97582	10.64077	7.96915	10.68374	13.66429	10.30669	29.52522	40.31650	44.94658	73.38836	41.26151	54.70448	92.39034	68.91673	84.43954	96.31668	87.77284	27.58077	13.46136
2018-05-05 11:16:00	359043379931766635	0.00000	8.90481	17.99910	6.19478	15.43055	11.27761	16.99955	6.21224	40.33799	37.64032	62.99741	80.01506	38.29107	84.26959	76.98503	69.59855	7.56209	93.98027	89.58546	28.31800	88.09587
2018-05-05 11:17:00	3590433799317662329	0.00000	11.99131	11.88335	9.30242	13.05001	13.47060	13.15600	13.10744	37.63752	31.03883	42.84034	62.56093	53.60060	91.80187	91.93363	44.33438	10.17182	57.58715	2.08722	12.19399	98.29629
2018-05-05 11:18:00	8630330696303481206	0.00000	8.11681	11.36659	11.83690	14.09753	12.04993	13.34685	10.41028	55.22762	53.51145	44.82325	45.71823	16.25845	59.43911	12.13572	95.13785	42.91251	47.08035	4.97718	72.53910	51.25077
2018-05-05 11:19:00	3590433799317661321	0.00000	6.35675	14.87695	13.53766	14.96338	12.82912	13.13143	11.87004	54.81603	50.52676	49.71412	57.84252	73.83203	59.12922	98.51247	96.14895	84.38442	87.82764	75.68806	5.64678	46.34209
2018-05-05 11:20:00	3590433799317661198	1.00000	11.73082	13.12460	15.44077	6.35545	9.27120	11.40622	18.99617	37.41247	55.44757	62.80242	54.28466	63.09451	55.83399	16.33700	42.29849	46.86065	64.39597	21.94196	12.20624	89.62524
2018-05-05 11:21:00	3590433799317661271	0.00000	13.99302	16.73397	11.01105	10.98443	11.91633	16.98452	7.91448	39.19015	48.55122	61.02104	67.05209	49.55165	24.15187	87.25310	28.37166	54.79661	6.67980	16.38718	58.71900	68.79630
2018-05-05 11:22:00	863033069630348875	1.00000	14.62180	11.67004	11.84111	9.34343	11.28261	15.94381	10.72100	51.66963	50.40082	25.72875	38.20708	27.49433	82.64361	38.38406	72.35462	80.64407	22.96532	43.52865	94.63347	71.10356
2018-05-05 11:23:00	8630330696303481438	0.00000	11.33271	12.79781	6.98349	13.20911	11.25323	15.33005	8.64139	67.81127	56.39998	45.95955	56.77792	55.53743	57.85922	42.57502	69.64310	84.80217	20.62393	85.06524	30.69336	41.25910
2018-05-05 11:24:00	359043379931766080	0.00000	11.88435	12.81165	8.71138	17.03210	13.32329	14.91473	11.62155	55.57847	27.21515	70.52053	52.92389	48.16849	86.10528	24.07672	0.46613	56.64609	87.66937	9.34981	41.74664	94.18643
2018-05-05 11:25:00	359043379931766692	1.00000	13.38264	9.20288	16.13664	11.14051	8.53318	12.51444	14.69263	52.80234	57.03354	54.28086	64.57606	39.70993	49.33335	95.45432	65.64320	91.11404	13.25121	5.20328	17.51105	3.00072
2018-05-05 11:26:00	359043379931766908	1.00000	9.98967	11.05853	11.29896	15.59230	6.82579	13.67795	6.76949	23.76228	66.75277	42.16990	76.62837	57.72243	54.21657	38.73798	35.50718	30.43654	33.20648	14.36663	92.51149	22.06821
2018-05-05 11:27:00	359043379931766262	1.00000	12.95356	8.88252	9.01274	15.88389	13.14606	11.37798	9.97210	54.97681	86.01884	54.43784	54.29719	43.92081	9.05321	76.77486	30.58148	21.78614	45.97755	76.46552	78.68586	75.89904
2018-05-05 11:28:00	863033069630348313	1.00000	13.20556	4.67573	12.47968	12.59156	12.17419	12.66215	13.72964	65.32036	75.73973	64.08367	74.05338	40.48667	74.02425	66.62551	20.65504	6.54838	74.81470	36.37043	94.61127	51.89597
2018-05-05 11:29:00	359043379931766148	1.00000	12.79513	10.37811	12.26294	14.69027	7.23565	14.66940	7.01117	58.83926	58.42121	51.32472	55.71147	42.42421	53.22985	76.37347	51.43786	0.58415	3.11927	20.70324	72.64844	54.02430
2018-05-05 11:30:00	3590433799317661370	1.00000	14.77024	13.25841	12.49477	6.15096	7.53450	11.48772	10.97360	46.62312	63.40529	64.96107	56.14964	48.74298	4.08417	45.46091	18.58192	71.57639	56.57107	48.80308	80.79535	98.54668
2018-05-05 11:31:00	3590433799317661321	1.00000	12.66036	10.65328	12.40956	7.40681	7.75696	9.76787	11.36122	52.64962	26.86985	52.77998	44.93398	64.86307	94.00918	79.95776	58.00528	8.28222	77.91131	65.86935	70.47184	63.63180
2018-05-05 11:32:00	8630330696303481339	0.00000	15.48187	11.98942	11.61076	6.80997	10.30873	12.42158	10.53805	35.26460	36.30634	79.44074	84.78273	55.08751	50.24068	68.14645	9.95024	44.46734	11.28986	33.19288	45.49674	30.44823
2018-05-05 11:33:00	3590433799317661891	1.00000	12.35634	11.62476	7.55857	10.22447	13.94555	13.77102	8.80354	56.43323	62.16939	61.63201	49.96777	40.21992	44.00325	2.29350	22.19740	67.69863	16.57222	37.90616	11.45675	98.75111
2018-05-05 11:34:00	3590433799317662071	0.00000	14.38608	15.28070	9.19563	11.92621	11.94163	12.40387	8.52584	44.77917	64.48688	71.03153	34.47071	63.52287	66.60780	93.10987	86.58765	70.00560	53.70864	87.76910	53.43355	65.33850
2018-05-05 11:35:00	863033069630348453	1.00000	15.34199	7.64175	12.86153	15.92340	8.59610	14.50436	12.30426	44.32554	59.72508	54.28823	57.35609	55.25915	86.58146	22.05204	44.45164	18.76847	99.55138	82.53231	67.38947	16.74765
2018-05-05 11:36:00	863033069630348065	1.00000	11.87016	12.22294	11.96119	13.41634	9.25296	13.19802	8.99640	27.66816	57.16535	64.86430	53.37010	68.89461	92.74454	74.76409	11.69930	87.03355	99.11388	15.71788	36.41661	51.88455
2018-05-05 11:37:00	8630330696303482071	0.00000	14.09298	14.19629	9.01693	13.20420	16.56976	11.38805	7.72497	46.49268	47.37366	54.59511	46.79281	59.60241	50.23645	91.08818	37.97805	22.15560	75.06800	53.22482	35.66517	76.89911
2018-05-05 11:38:00	3590433799317661628	0.00000	14.31213	8.81218	8.72263	13.45369	14.19882	10.46038	13.43228	71.93597	42.11418	54.84030	55.79413	55.35882	26.79416	67.92822	62.58115	4.46188	5.79202	36.28722	85.73666	4.70404
2018-05-05 11:39:00	359043379931766114	1.00000	13.60791	8.56040	9.39852	11.07614	11.41774	15.21518	11.74641	71.45375	85.86482	60.89951	50.27114	55.42307	84.35081	19.79255	74.50752	40.91122	63.19324	17.37424	36.28276	18.24813
2018-05-05 11:40:00	8630330696303481289	1.00000	14.14909	7.93484	11.42256	11.39836	11.49957	12.83628	11.53630	37.70438	68.90422	18.06764	67.78018	62.37925	50.50276	89.54599	7.37233	59.63082	12.97746	86.49464	71.53688	78.42452
2018-05-05 11:41:00	3590433799317662022	1.00000	13.55835	11.37231	7.77879	11.26701	9.00903	13.30797	10.47426	63.16528	61.42536	49.58395	53.68293	58.37334	65.62876	38.74147	68.73531	19.14760	12.33204	48.40515	30.86708	49.84363
2018-05-05 11:42:00	3590433799317661818	0.00000	10.78564	11.25873	5.05681	14.79641	12.33937	10.54205	8.41968	25.32363	55.55971	69.62316	78.91166	51.94888	66.98552	31.74581	43.59119	95.27326	5.87902	16.33831	96.33155	47.70477
2018-05-05 11:43:00	863033069630348099	1.00000	14.75738	12.65855	13.29556	6.25836	5.97041	13.40959	10.65652	55.14523	63.97764	30.27853	59.54825	55.23144	84.86121	22.24988	76.81986	51.58185	49.40909	86.30876	11.37326	95.34400
2018-05-05 11:44:00	3590433799317661859	0.00000	12.25595	7.33100	11.20613	17.09961	2.84767	15.40067	6.27497	51.65817	49.64292	36.09627	71.62983	52.93146	8.94305	45.17634	55.44069	85.06596	20.09407	44.57340	6.16711	63.95906
2018-05-05 11:45:00	359043379931766940	1.00000	15.30049	6.81290	10.53320	15.39212	8.01387	12.93473	8.98069	45.42240	48.24206	41.43490	81.43536	58.13667	59.82833	99.44720	35.25165	6.16630	70.07209	24.99997	69.16804	96.12026
2018-05-05 11:46:00	3590433799317661198	0.00000	7.00288	13.92239	11.86087	16.39559	10.84356	15.69254	13.11248	48.01580	50.63317	54.64538	72.20608	46.73986	73.67898	23.78023	63.27472	42.42868	19.00824	90.29332	52.68868	70.74024
2018-05-05 11:47:00	863033069630348081	1.00000	14.27523	12.74430	9.97964	13.41326	8.67318	13.85217	9.04883	60.16685	30.64205	62.32974	71.82710	61.78452	53.24634	45.00429	76.21283	1.13496	12.07492	89.99732	46.97321	85.54421
