ts	imei	mwra	c.android.youtube	c.dogalize	c.android.chrome	c.katana	c.android.gm	c.android.vending	c.UCMobile.intl	c.UCMobile.x86	c.updateassist	c.raider
2018-05-05 10:29:00	863033069630348008	1.00000	15.36098	13.20690	13.26269	13.64821	5.50545	0.00076	83.79149	77.88680	46.45510	77.11998
2018-05-05 10:30:00	8630330696303482188	0.00000	10.88561	13.08761	16.21599	12.60645	13.15858	0.09186	72.60506	66.30857	98.43579	88.58294
2018-05-05 10:31:00	3590433799317661594	1.00000	16.39250	9.84133	9.68427	9.01815	9.83962	0.01783	52.51407	69.67464	18.31407	75.28813
2018-05-05 10:32:00	863033069630348859	1.00000	11.57657	9.81259	12.50761	15.61078	9.14942	0.00042	82.24347	1.37846	85.89195	28.95726
2018-05-05 10:33:00	3590433799317661263	1.00000	9.28944	9.50594	10.98205	7.83222	12.92554	0.02334	9.71501	13.43656	83.10763	4.88423
2018-05-05 10:34:00	359043379931766817	1.00000	11.94486	10.00481	7.10853	11.72655	6.93215	0.08304	8.41117	69.27468	48.17526	34.22502
2018-05-05 10:35:00	359043379931766262	1.00000	16.93241	13.77553	14.75154	14.16359	6.73700	0.09738	74.45278	22.11113	51.24171	84.01403
2018-05-05 10:36:00	8630330696303481131	1.00000	11.95684	13.86264	13.11832	14.77459	9.23193	0.00091	17.48033	41.78598	76.68918	80.62524
2018-05-05 10:37:00	8630330696303481396	0.00000	11.33110	9.46987	12.44157	16.06231	9.79473	0.01324	56.65293	78.04130	0.34015	29.83386
2018-05-05 10:38:00	3590433799317661867	0.00000	10.48778	11.46129	14.14074	13.32678	9.20546	0.00982	83.46490	48.45816	25.59171	55.80466
2018-05-05 10:39:00	863033069630348032	0.00000	6.25669	7.17051	15.60633	7.42373	13.77355	0.00225	34.34390	80.62897	19.19697	3.67119
2018-05-05 10:40:00	863033069630348990	1.00000	13.82277	15.92937	16.29448	9.51392	10.81914	0.00133	22.59748	52.34334	39.36113	71.26895
2018-05-05 10:41:00	863033069630348271	0.00000	9.75555	10.41246	12.48629	11.33597	15.58615	0.04481	88.48263	52.45050	97.71732	38.23818
2018-05-05 10:42:00	863033069630348255	0.00000	13.04509	12.63022	13.98016	9.66042	13.12665	0.01259	0.52459	14.45058	48.19703	49.80310
2018-05-05 10:43:00	863033069630348388	1.00000	8.86291	10.53069	7.10954	11.10895	9.89960	0.00035	29.22276	22.71176	72.45268	73.54302
2018-05-05 10:44:00	863033069630348040	1.00000	14.06291	10.98864	8.11037	12.12964	9.54343	0.00455	10.58071	95.13012	59.24407	41.11171
2018-05-05 10:45:00	359043379931766114	0.00000	10.42939	10.83507	12.07672	15.02980	8.32086	0.03269	69.15985	16.93522	35.08924	84.76453
2018-05-05 10:46:00	863033069630348131	0.00000	9.96010	10.16169	14.90614	12.92960	9.74851	0.02122	92.29572	85.48418	69.94996	12.07870
2018-05-05 10:47:00	359043379931766684	0.00000	6.92197	9.04220	16.24050	10.41380	9.76981	0.02963	4.48100	69.89500	71.94861	90.18374
2018-05-05 10:48:00	863033069630348396	1.00000	14.92067	11.83527	15.45015	16.53690	8.20032	0.02127	25.16226	80.56931	10.88543	51.91484
2018-05-05 10:49:00	8630330696303482048	0.00000	12.39340	7.77520	12.75808	8.84238	11.61154	1.51257	26.35973	30.16616	48.51617	8.33323
2018-05-05 10:50:00	8630330696303481024	1.00000	15.89681	9.96713	9.56242	10.38938	9.55105	0.01046	16.09074	59.27624	32.55240	13.74822
2018-05-05 10:51:00	3590433799317662139	1.00000	13.84828	13.55574	13.78343	14.82385	7.82765	0.00333	47.59272	46.57321	3.72379	91.11407
2018-05-05 10:52:00	3590433799317661537	1.00000	11.97940	9.66451	9.85136	12.21958	9.25166	0.00309	89.85841	54.70108	57.42747	8.76912
2018-05-05 10:53:00	863033069630348230	0.00000	7.79175	3.87042	15.69109	11.26865	13.70381	0.05785	99.23163	29.01063	46.33384	17.06254
2018-05-05 10:54:00	3590433799317661453	1.00000	14.89347	12.03419	10.77236	10.44930	12.09987	0.06889	52.95510	83.83789	11.61636	54.94188
2018-05-05 10:55:00	359043379931766965	0.00000	8.90707	11.93394	14.08447	12.24081	13.02675	0.08822	35.55601	66.30989	87.63705	35.17840
2018-05-05 10:56:00	359043379931766171	1.00000	12.84756	13.69010	13.83445	12.88454	9.79226	0.00311	93.06376	76.65526	63.92793	40.89269
2018-05-05 10:57:00	3590433799317662121	1.00000	12.71561	9.96686	12.14860	15.90682	10.76059	0.00124	94.05221	10.68636	79.04855	17.06767
2018-05-05 10:58:00	359043379931766189	1.00000	12.16264	7.58769	11.23892	7.65939	11.02984	0.00106	58.24406	83.32993	88.61929	52.33580
2018-05-05 10:59:00	359043379931766734	1.00000	11.64209	14.44662	11.53859	13.74290	11.52051	0.00062	1.16453	77.81888	41.55666	11.92786
2018-05-05 11:00:00	359043379931766148	0.00000	12.64472	10.97361	9.02454	14.56560	12.19798	0.02831	42.42759	54.13511	42.62815	51.38533
2018-05-05 11:01:00	8630330696303482204	1.00000	16.10120	7.94137	7.47119	4.69182	6.05758	0.00007	39.63336	50.49091	90.83063	76.42846
2018-05-05 11:02:00	3590433799317662238	1.00000	14.39934	14.68810	13.43882	13.33401	6.68742	0.00008	94.89445	15.67861	47.51349	71.46670
2018-05-05 11:03:00	863033069630348784	0.00000	9.55593	13.25983	15.78767	12.94625	12.41685	0.14538	99.77033	67.73838	14.84260	21.19407
2018-05-05 11:04:00	8630330696303481636	0.00000	9.42988	9.20007	13.74434	13.46482	9.26179	0.00207	19.76988	77.83278	30.47975	13.39827
2018-05-05 11:05:00	3590433799317661263	1.00000	13.72922	9.62116	11.55977	12.07709	13.54472	0.19842	49.03373	27.66042	9.83016	70.63210
2018-05-05 11:06:00	8630330696303482378	1.00000	14.12448	14.06571	12.27339	14.46549	7.30751	0.00078	29.51841	18.94991	70.28223	7.86275
2018-05-05 11:07:00	863033069630348172	0.00000	6.77316	5.50604	12.35723	6.66576	15.72452	0.01496	21.57126	15.23224	20.38030	7.45147
2018-05-05 11:08:00	8630330696303482089	0.00000	13.20008	11.10711	11.76702	7.98997	14.33257	0.38988	66.21525	53.17850	5.49899	33.81951
2018-05-05 11:09:00	359043379931766072	0.00000	13.24409	9.70157	14.50949	7.21770	14.66280	0.00857	40.64948	99.08999	91.42482	9.68104
2018-05-05 11:10:00	863033069630348651	1.00000	14.48508	12.36722	12.69421	10.59933	13.08870	0.00218	20.44302	77.66484	70.47353	46.19937
2018-05-05 11:11:00	3590433799317661099	1.00000	13.86028	15.50100	14.96078	12.56642	9.93977	0.00041	40.07822	29.72136	9.56578	35.40151
2018-05-05 11:12:00	8630330696303481222	1.00000	14.84468	12.36308	10.34837	10.57597	12.78279	0.00955	50.45379	8.38293	84.90645	39.18708
2018-05-05 11:13:00	359043379931766247	1.00000	13.32884	10.48295	9.24343	13.52297	7.33368	0.00222	89.56439	70.32729	11.90408	98.45033
2018-05-05 11:14:00	863033069630348578	1.00000	16.98590	12.17054	14.06990	16.10017	7.87950	0.00049	50.31125	54.84665	49.28554	44.54566
2018-05-05 11:15:00	863033069630348008	1.00000	15.10383	12.62860	11.23307	12.39685	10.79812	0.06779	64.51793	33.18751	73.06001	86.70850
2018-05-05 11:16:00	359043379931766635	0.00000	7.38091	6.56744	18.46867	8.09193	15.68509	3.78654	54.15985	17.24654	77.52261	40.63403
2018-05-05 11:17:00	3590433799317662329	0.00000	6.62628	8.17293	16.50257	10.28534	9.58469	0.00842	52.18613	90.92322	49.08856	33.59732
2018-05-05 11:18:00	8630330696303481206	0.00000	10.26580	10.40478	11.82113	13.34878	9.03427	0.00504	72.90144	94.57078	13.76754	42.91650
2018-05-05 11:19:00	3590433799317661321	0.00000	10.36023	9.18479	11.45997	16.23647	9.80048	0.16689	66.65732	55.44903	56.20977	41.58031
2018-05-05 11:20:00	3590433799317661198	1.00000	10.46215	7.00007	11.48633	8.71087	12.30029	0.02899	72.64497	1.12917	72.15405	42.27631
2018-05-05 11:21:00	3590433799317661271	0.00000	8.48665	8.42636	11.80290	8.85252	15.29284	1.06869	90.73531	9.20972	33.68208	10.14493
2018-05-05 11:22:00	863033069630348875	1.00000	15.38814	12.57731	12.14079	11.92534	11.64050	0.00682	73.80528	29.63448	72.96200	29.40188
2018-05-05 11:23:00	8630330696303481438	0.00000	7.70023	7.63388	14.49737	6.10932	17.24280	0.02093	32.91483	19.26441	20.23215	81.16411
2018-05-05 11:24:00	359043379931766080	0.00000	8.09946	6.35841	15.50929	9.36155	12.99354	0.02120	30.34760	85.77627	11.31301	92.88056
2018-05-05 11:25:00	359043379931766692	1.00000	12.57228	10.33988	10.82493	8.56687	12.86999	0.00062	43.79542	20.63358	70.87492	85.24060
2018-05-05 11:26:00	359043379931766908	1.00000	18.72892	15.53554	14.18719	11.45516	8.77183	0.00367	92.14555	10.70225	8.65805	84.17504
2018-05-05 11:27:00	359043379931766262	1.00000	10.83344	12.46133	12.36770	11.36435	13.92853	0.00046	41.81660	86.13244	41.27703	17.11028
2018-05-05 11:28:00	863033069630348313	1.00000	11.68435	8.58505	6.78771	7.58810	5.99715	0.00002	68.12712	60.08943	70.58869	95.17969
2018-05-05 11:29:00	359043379931766148	1.00000	14.86712	15.40078	14.09329	15.11286	8.86581	0.00190	14.02793	84.29790	84.69422	97.67330
2018-05-05 11:30:00	3590433799317661370	1.00000	15.73025	7.88935	9.13915	10.00974	9.13622	0.03313	5.12719	71.88903	48.04681	83.49823
2018-05-05 11:31:00	3590433799317661321	1.00000	15.88671	8.09904	9.30910	7.67750	8.44351	0.00248	78.65410	73.54022	6.57996	46.99827
2018-05-05 11:32:00	8630330696303481339	0.00000	16.72730	9.39600	10.01511	8.45091	9.05174	0.00933	37.39395	30.62544	44.55386	23.43248
2018-05-05 11:33:00	3590433799317661891	1.00000	14.62575	14.53410	12.53745	10.91411	8.56965	0.00651	28.60384	89.51850	36.83543	40.59997
2018-05-05 11:34:00	3590433799317662071	0.00000	11.42455	12.68061	9.68363	10.10256	13.24861	0.24986	27.90687	88.59380	5.43815	19.23779
2018-05-05 11:35:00	863033069630348453	1.00000	12.38395	11.43997	12.12224	18.43724	9.56207	0.00012	69.03372	18.44317	58.01583	3.86336
2018-05-05 11:36:00	863033069630348065	1.00000	16.23224	13.51149	12.82565	15.71093	7.13447	0.01178	28.41532	81.32168	84.31742	10.86167
2018-05-05 11:37:00	8630330696303482071	0.00000	8.48056	8.55357	14.94752	9.36493	13.81056	0.08451	58.55730	7.41719	76.99982	27.77169
2018-05-05 11:38:00	3590433799317661628	0.00000	10.76809	9.71291	11.04344	8.76923	15.82051	0.00045	48.95845	6.45071	94.06260	33.29095
2018-05-05 11:39:00	359043379931766114	1.00000	12.98253	10.99005	10.88517	14.24330	9.66447	0.00036	86.44625	57.27519	42.96171	17.88598
2018-05-05 11:40:00	8630330696303481289	1.00000	13.31136	10.65356	8.66591	8.45005	8.49356	0.00018	73.51737	79.43030	41.15939	44.15147
2018-05-05 11:41:00	3590433799317662022	1.00000	14.36479	14.12637	14.70804	13.63734	7.39032	0.00505	65.43218	95.60840	92.91324	95.30400
2018-05-05 11:42:00	3590433799317661818	0.00000	7.86324	11.47331	15.09173	11.92378	12.71430	0.00454	46.07625	29.35221	72.24176	42.78950
2018-05-05 11:43:00	863033069630348099	1.00000	17.51946	11.41987	9.36892	13.42999	8.74713	0.01817	61.69535	81.86089	36.37235	41.48750
2018-05-05 11:44:00	3590433799317661859	0.00000	14.64630	17.07993	16.70224	12.56833	9.56206	0.00015	24.05293	92.65923	41.50496	92.48367
2018-05-05 11:45:00	359043379931766940	1.00000	9.42040	14.33318	15.93071	14.78374	10.26261	0.00010	83.13373	40.63134	29.17130	44.56474
2018-05-05 11:46:00	3590433799317661198	0.00000	11.70509	9.39720	9.12349	17.29087	9.13919	0.06428	94.40360	82.79550	31.71218	30.99116
2018-05-05 11:47:00	863033069630348081	1.00000	13.85841	14.76966	14.55761	15.18612	10.35222	0.01984	89.52149	6.89736	48.64246	24.01529
2018-05-05 11:48:00	8630330696303481495	1.00000	14.35228	9.94571	10.21015	10.73788	9.14199	0.06109	65.23133	13.79278	0.20789	83.91460
2018-05-05 11:49:00	359043379931766395	1.00000	14.31703	11.08448	13.03533	10.52622	12.56791	0.00727	0.68612	9.49598	65.81218	44.90968
2018-05-05 11:50:00	3590433799317661750	0.00000	5.40198	8.34391	13.72974	6.06600	14.84569	0.09703	1.23591	44.26766	50.48320	55.49067
2018-05-05 11:51:00	3590433799317661990	1.00000	5.68458	9.16740	11.28246	6.60869	17.78497	0.25824	40.79078	83.97324	83.68143	45.15631
2018-05-05 11:52:00	359043379931766775	0.00000	8.33854	10.12055	13.96192	10.69610	14.33880	0.05399	83.73181	38.92780	49.31104	96.73399
2018-05-05 11:53:00	359043379931766908	1.00000	15.92628	10.91109	14.19551	5.17249	14.22552	0.00029	49.57720	84.68085	54.21700	55.78928
2018-05-05 11:54:00	3590433799317662014	1.00000	16.07060	14.12566	12.98312	11.92796	8.66304	0.00012	88.14498	98.39250	71.98051	73.96867
2018-05-05 11:55:00	8630330696303481446	1.00000	14.29116	10.85671	9.32941	10.58245	9.65471	0.00070	29.95290	66.75104	11.10015	46.11290
2018-05-05 11:56:00	3590433799317661388	1.00000	12.21628	8.53433	9.47141	9.53493	7.15281	0.00020	95.38735	89.45273	39.34954	57.59868
2018-05-05 11:57:00	8630330696303481487	1.00000	11.63759	10.84919	10.00705	10.99852	9.81577	0.00030	86.66008	42.24719	44.12942	43.83119
2018-05-05 11:58:00	8630330696303481131	0.00000	8.81423	11.04625	14.62417	11.46774	10.94299	0.04473	42.54670	43.77230	57.36008	30.82588
2018-05-05 11:59:00	359043379931766049	1.00000	14.98877	9.59798	9.00138	10.84646	8.26799	0.00820	41.95575	63.52601	78.02522	93.51488
2018-05-05 12:00:00	3590433799317661636	1.00000	16.51253	11.14359	12.56873	13.41274	10.95635	0.01837	0.93802	47.66443	70.30657	65.48834
2018-05-05 12:01:00	359043379931766965	1.00000	13.55022	12.29597	12.24285	11.83205	10.59590	0.00020	3.11807	36.16243	36.80721	13.63662
2018-05-05 12:02:00	863033069630348701	1.00000	12.69283	8.93768	10.04185	8.40181	12.68493	0.00030	15.44425	64.66370	18.18761	35.61137
2018-05-05 12:03:00	8630330696303481263	0.00000	16.50140	12.83424	12.40598	10.93440	12.74259	0.00335	60.19439	8.00952	64.32986	52.16371
2018-05-05 12:04:00	863033069630348917	1.00000	14.21699	12.97004	12.18325	9.55393	13.84591	0.00124	66.56012	4.51361	27.97999	17.82897
2018-05-05 12:05:00	359043379931766072	1.00000	13.37167	14.50516	17.06304	11.60160	8.09595	0.00088	20.33309	17.65430	42.62113	46.16489
2018-05-05 12:06:00	863033069630348131	1.00000	11.70763	10.92973	12.31571	12.13270	8.14194	0.00019	14.57416	23.76004	25.32019	15.82321
2018-05-05 12:07:00	863033069630348255	1.00000	15.40644	11.58160	12.67814	15.85564	10.09802	0.01481	16.24718	46.52709	54.82731	58.62717
2018-05-05 12:08:00	359043379931766544	1.00000	14.33589	13.20947	13.53920	10.86749	7.73854	0.00085	37.14093	85.91452	76.25782	33.78621
2018-05-05 12:09:00	359043379931766403	0.00000	5.97647	10.62728	14.74519	9.93134	15.12267	0.00927	84.60062	69.35993	15.28473	65.58092
2018-05-05 12:10:00	3590433799317661305	1.00000	14.30265	14.26489	16.77647	14.55073	9.32457	0.04601	74.64722	24.19674	79.34996	21.58567
2018-05-05 12:11:00	3590433799317662253	1.00000	12.54305	10.46842	14.64371	12.47796	9.71924	0.00036	15.11630	61.29207	27.21469	43.77846
2018-05-05 12:12:00	359043379931766999	1.00000	13.95909	14.02951	11.45075	12.41759	11.15594	0.00083	57.51909	26.00072	97.59708	28.88658
2018-05-05 12:13:00	8630330696303481370	0.00000	7.21878	12.10018	12.62926	6.90935	14.03741	0.00215	94.20960	75.37482	33.36127	95.40740
2018-05-05 12:14:00	359043379931766452	1.00000	13.75396	9.06495	10.19011	10.60344	7.26451	0.00011	24.24334	57.27081	88.88125	90.77740
2018-05-05 12:15:00	359043379931766411	1.00000	11.13534	11.70414	13.51495	13.99353	11.89273	0.00009	88.28205	79.51257	14.66966	59.57276
2018-05-05 12:16:00	863033069630348057	0.00000	11.42369	14.93062	11.93755	9.92878	14.79199	0.00352	91.94089	79.25921	64.43232	33.99364
2018-05-05 12:17:00	8630330696303482287	0.00000	9.42523	8.77536	12.10531	13.04913	11.86739	0.16618	2.51336	82.81392	50.39522	79.05881
2018-05-05 12:18:00	359043379931766627	0.00000	14.22388	9.54907	9.20310	8.61848	13.27907	0.04408	56.42857	72.70745	20.34453	51.10446
2018-05-05 12:19:00	8630330696303482154	0.00000	16.80378	15.94473	15.14298	13.34659	5.90481	0.00201	88.52203	65.77751	84.00365	99.29213
2018-05-05 12:20:00	8630330696303481305	1.00000	10.84366	7.36467	6.81833	10.34451	7.54365	0.00060	8.54402	55.97522	79.54151	16.37661
2018-05-05 12:21:00	8630330696303481826	1.00000	15.46010	14.75253	12.68446	13.81253	8.08579	0.08917	74.25835	69.58381	94.38222	61.60740
2018-05-05 12:22:00	359043379931766700	1.00000	16.45739	13.85851	10.05743	14.91516	4.39496	0.00115	78.61344	5.34848	46.19728	81.55156
2018-05-05 12:23:00	863033069630348388	1.00000	12.27846	11.25637	10.90122	10.50024	12.85137	0.00013	59.23384	22.27528	70.49193	44.27728
2018-05-05 12:24:00	3590433799317661941	1.00000	14.68477	13.04709	12.28972	13.34152	10.31837	0.00016	92.85229	55.55792	10.19221	33.01085
2018-05-05 12:25:00	359043379931766528	0.00000	9.54890	7.41645	11.43914	11.63322	14.10244	0.00808	40.79181	85.54258	36.52927	25.95271
2018-05-05 12:26:00	3590433799317661982	1.00000	16.22333	10.58907	11.90842	8.99806	13.34715	0.02279	95.73588	34.42188	74.26404	41.50553
2018-05-05 12:27:00	863033069630348040	1.00000	10.95467	11.30335	9.31682	14.16455	9.37359	0.00155	17.03541	14.39981	66.65996	90.16370
2018-05-05 12:28:00	3590433799317661362	1.00000	13.03617	9.12075	11.72757	8.16212	14.28154	0.00122	8.07377	93.94881	96.52363	31.27896
2018-05-05 12:29:00	3590433799317662360	0.00000	8.60296	9.74808	13.76712	14.82176	6.80180	0.01970	74.55952	78.99284	56.04171	47.49461
2018-05-05 12:30:00	863033069630348743	1.00000	11.68398	13.24299	11.79382	10.31724	14.39709	0.00024	0.17052	36.58694	94.20459	42.77039
2018-05-05 12:31:00	359043379931766098	1.00000	14.78325	14.73538	13.20580	13.00116	13.75102	0.02416	69.33678	50.50727	38.27884	44.78923
2018-05-05 12:32:00	863033069630348404	1.00000	14.83344	9.84250	9.13449	9.35395	10.50784	0.01320	95.20841	48.59398	11.19192	64.29367
2018-05-05 12:33:00	8630330696303482261	1.00000	17.68615	12.74702	11.76657	15.49456	8.83318	0.22772	62.83510	18.96228	47.90693	34.23592
2018-05-05 12:34:00	8630330696303482147	1.00000	11.86950	9.97044	10.05087	9.54635	11.29673	0.00029	69.01511	36.86930	92.76476	53.94868
2018-05-05 12:35:00	8630330696303481495	1.00000	14.51449	11.10043	12.31591	9.94828	12.50477	0.00568	34.27552	86.41912	47.42942	44.65787
2018-05-05 12:36:00	3590433799317661933	0.00000	11.02853	13.14140	12.05378	7.27352	13.42143	0.12412	67.17300	14.13093	34.35993	67.06147
2018-05-05 12:37:00	3590433799317661859	0.00000	12.88167	15.39327	13.68334	11.58704	10.35018	0.00072	49.70779	79.64337	49.35852	36.75321
2018-05-05 12:38:00	3590433799317661370	1.00000	15.28264	9.12279	7.23172	11.01350	8.11627	0.03029	27.60713	11.84762	61.89039	56.83589
2018-05-05 12:39:00	8630330696303481792	1.00000	8.44070	11.57602	13.64616	14.28111	15.20633	0.00123	84.05623	94.90645	49.87891	79.19566
2018-05-05 12:40:00	8630330696303481396	0.00000	10.87290	10.95121	9.14500	11.12469	13.63023	0.00100	27.28751	36.53982	56.67688	7.90460
2018-05-05 12:41:00	863033069630348735	1.00000	11.59304	11.99434	13.19822	9.83187	12.13601	0.00012	95.84602	60.93638	41.03127	57.37056
2018-05-05 12:42:00	8630330696303482352	1.00000	12.39645	9.18442	9.43761	8.26560	11.64796	0.00044	20.93918	10.22451	66.18820	98.27699
2018-05-05 12:43:00	3590433799317661560	0.00000	11.93826	11.07493	14.09270	12.20081	14.15329	0.03939	80.32097	81.93485	78.61738	60.98542
2018-05-05 12:44:00	3590433799317661610	0.00000	10.30335	7.81965	13.68107	9.01811	14.35509	0.49624	45.24902	0.02770	4.50495	50.56429
2018-05-05 12:45:00	863033069630348990	0.00000	10.85981	12.57422	15.00955	12.28986	15.75071	0.00042	77.24613	26.25476	86.14315	39.86143
2018-05-05 12:46:00	3590433799317661230	1.00000	13.22067	9.58340	6.55499	9.00893	5.87670	0.00076	16.48556	94.77416	90.31316	20.41475
2018-05-05 12:47:00	8630330696303481891	0.00000	11.67807	10.84293	11.92442	14.20613	8.25967	0.02071	87.17906	23.88323	54.53118	40.41162
2018-05-05 12:48:00	8630330696303482337	0.00000	7.22934	9.86221	14.34630	12.14587	9.65630	0.00180	30.30845	84.87172	44.47154	80.93764
2018-05-05 12:49:00	8630330696303481065	0.00000	7.87960	9.69388	14.47998	11.73246	5.47071	0.00334	10.57295	35.61181	64.70465	5.78715
2018-05-05 12:50:00	8630330696303482261	0.00000	10.99769	7.78299	12.45667	7.51550	12.99908	0.31305	57.33871	1.24159	48.04736	60.32673
2018-05-05 12:51:00	863033069630348057	0.00000	13.39539	11.76218	10.11758	15.61139	9.91374	0.01193	6.90712	98.94490	94.47143	30.63306
2018-05-05 12:52:00	8630330696303481016	1.00000	14.33148	16.02518	14.09863	15.30554	8.82476	0.17116	76.73476	5.16248	42.12474	74.35596
2018-05-05 12:53:00	359043379931766445	0.00000	11.67961	8.59374	11.93248	8.96623	12.34574	0.26711	30.06573	66.78349	65.37377	85.66460
2018-05-05 12:54:00	3590433799317661305	0.00000	9.09651	11.92111	17.02362	9.09249	13.89881	1.38512	83.17860	44.61442	22.21392	8.37892
2018-05-05 12:55:00	8630330696303482253	1.00000	13.24259	11.50795	11.01021	11.12980	11.00244	0.00244	66.42914	5.73362	93.39480	29.41909
2018-05-05 12:56:00	359043379931766080	1.00000	12.72529	10.78627	10.80020	13.15897	11.87213	0.07316	77.00811	48.32968	90.16734	42.87793
2018-05-05 12:57:00	3590433799317662071	1.00000	13.82176	15.13029	17.40177	10.32459	7.58480	0.00465	96.07100	65.10851	19.24380	23.84304
2018-05-05 12:58:00	863033069630348396	1.00000	13.51521	8.16691	8.63078	7.74642	7.59571	0.00042	60.23043	33.28224	34.46254	61.88457
2018-05-05 12:59:00	359043379931766395	0.00000	9.61816	8.94640	14.11898	13.37105	13.23685	0.02272	47.65795	22.07603	33.60544	2.78937
2018-05-05 13:00:00	359043379931766734	1.00000	16.74844	14.41050	12.14580	14.11141	4.82000	0.00010	83.74756	44.00341	18.36618	60.60695
2018-05-05 13:01:00	3590433799317662311	0.00000	8.62291	8.91992	13.10844	14.51138	6.80179	0.00730	34.69927	55.73917	86.86850	32.10985
2018-05-05 13:02:00	863033069630348776	1.00000	10.39462	11.59237	12.19319	14.18047	11.11331	0.00065	45.30259	18.19734	57.09550	50.69801
